country,year,Government expenditure (% of GDP),Government revenue (% of GDP),Gross public debt (% of GDP),Interest on public debt (% of GDP),Primary balance (% of GDP),Primary expenditure (% of GDP),Real GDP growth rate (%),Real long-term bond yield (%)
Thailand,2020,24.883708092213,20.421197657825,49.419697703295,0.96832531011043,-3.494185124277,23.915382782102,-6.0500384685162,2.1676878338626
Thailand,2021,26.767125140264,20.021348988503,58.337041917322,1.2615606237943,-5.4842155279665,25.505564516469,1.5519418842317,0.26871097065881
Thailand,2022,24.516739943393,20.05637742075,60.521527830648,1.3189747046621,-3.1413878179811,23.197765238731,2.5116662131206,-4.3274122843432
Thailand,2023,22.861373430886,20.886865965876,62.439605421677,1.1657428238416,-0.80876464116787,21.695630607044,1.8728192001774,0.77197376453831
Vietnam,2005,20.625451258224,19.671525463582,28.669144306164,0.57051650532536,-0.38340928931644,20.054934752898,7.5472557754315,
Vietnam,2006,20.533837246808,20.734417116306,30.248264651583,0.59092260714817,0.79150247664617,19.94291463966,6.9779748820431,
Vietnam,2007,22.296634999819,20.557939536028,32.209522437134,0.79972160564044,-0.93897385815056,21.496913394179,7.1294934867611,
Vietnam,2008,21.380004971112,20.932817886528,31.045295828163,0.81532946701233,0.36814238242773,20.5646755041,5.6617868726865,
Vietnam,2009,24.974788159096,20.15049329593,36.170225798857,0.89199159287358,-3.9323032702926,24.082796566223,5.3978714501811,
Vietnam,2010,23.7205912605,21.469685722509,37.286045619472,0.92706036096965,-1.3238451770211,22.793530899531,6.4232673764875,
Vietnam,2011,21.223818928346,20.322863054064,36.184951203048,0.84144064086383,-0.059515233418566,20.382378287482,6.4131687628127,
Vietnam,2012,23.466463095332,18.004198465243,38.329803431473,0.97904583502274,-4.4832187950663,22.48741726031,5.5045447934931,
Vietnam,2013,24.457023476102,18.492997678345,41.412897597005,1.2089442025088,-4.7550815952485,23.248079273593,5.5535106569421,
Vietnam,2014,22.754927927582,17.738238931503,43.642335040715,1.3517839130502,-3.6649050830285,21.403144014532,6.4222433266128,
